,date,USD,BTC,ETH,XLM,USDT,NANO
246,2017-12-05,93.379997,11916.7002,463.28100599999993,0.12352300000000001,1.00197,0.387276
247,2017-12-06,93.610001,14291.5,428.588013,0.151622,1.00991,0.631483
248,2017-12-07,93.800003,17899.69922,434.40799000000004,0.133046,1.03166,0.639642
249,2017-12-08,93.900002,16569.40039,456.03100599999993,0.13726,1.0176,0.661267
250,2017-12-09,93.900002,15178.2002,473.502014,0.135122,1.0171299999999999,0.80908
251,2017-12-10,93.900002,15455.40039,441.721008,0.11926300000000001,1.01775,0.922739
252,2017-12-11,93.870003,16936.80078,515.135986,0.144956,1.0185600000000001,1.19915
253,2017-12-12,94.099998,17415.40039,651.43103,0.156444,1.07788,1.63196
254,2017-12-13,93.43,16408.19922,702.767029,0.149342,1.02716,2.10054
255,2017-12-14,93.489998,16564.0,695.815979,0.188907,1.00819,2.8355900000000003
256,2017-12-15,93.93,17706.90039,684.4479980000001,0.19586199999999998,1.0161,2.6398599999999997
257,2017-12-16,93.93,19497.40039,696.208984,0.232125,1.00742,2.47963
258,2017-12-17,93.93,19140.80078,719.974976,0.266621,1.00924,2.0916200000000003
259,2017-12-18,93.699997,19114.19922,794.64502,0.276283,1.01302,2.83395
260,2017-12-19,93.470001,17776.69922,826.8229980000001,0.26431,1.01068,3.44245
261,2017-12-20,93.349998,16624.59961,819.085999,0.252386,1.0001799999999998,4.03811
262,2017-12-21,93.279999,15802.90039,821.062988,0.2572,1.00921,4.93409
263,2017-12-22,93.349998,13831.799809999999,674.8599849999999,0.21671700000000002,1.01795,4.34971
264,2017-12-23,93.349998,14699.2002,719.387024,0.234179,1.04526,4.519340000000001
265,2017-12-24,93.349998,13925.799809999999,694.14801,0.22445,1.0230299999999999,4.73224
266,2017-12-25,93.349998,14026.59961,765.833984,0.22851100000000002,1.0111299999999999,6.5202800000000005
267,2017-12-26,93.260002,16099.799809999999,773.835999,0.226018,1.00407,9.04683
268,2017-12-27,93.029999,15838.5,762.84198,0.22922399999999998,1.00366,10.6953
269,2017-12-28,92.599998,14606.5,737.02301,0.223544,1.0065899999999999,11.6228
270,2017-12-29,92.120003,14656.2002,753.59198,0.322941,1.0056399999999999,13.3782
271,2017-12-30,92.120003,12952.2002,717.257019,0.323202,1.02135,12.1379
272,2017-12-31,92.120003,14156.40039,756.732971,0.360756,1.01226,21.657801
273,2018-01-01,92.120003,13657.2002,772.640991,0.480008,1.00728,29.569000000000003
274,2018-01-02,91.849998,14982.09961,884.4439699999999,0.564766,1.0049,33.702301
275,2018-01-03,92.160004,15201.0,962.7199710000001,0.896227,1.01344,25.0488
276,2018-01-04,91.849998,15599.2002,980.921997,0.72405,1.00253,32.675201
277,2018-01-05,91.949997,17429.5,997.7199710000001,0.662712,0.998634,31.396
278,2018-01-06,91.949997,17527.0,1041.680054,0.7099449999999999,1.00899,29.2857
279,2018-01-07,91.949997,16477.59961,1153.170044,0.699645,1.00157,26.5086
280,2018-01-08,92.33000200000001,15170.09961,1148.530029,0.629323,1.00932,25.799801000000002
281,2018-01-09,92.529999,14595.40039,1299.73999,0.585653,1.00599,29.914
282,2018-01-10,92.33000200000001,14973.299809999999,1255.819946,0.56693,1.00128,29.915198999999998
283,2018-01-11,91.849998,13405.799809999999,1154.930054,0.558126,1.00171,24.370199
284,2018-01-12,90.970001,13980.59961,1273.199951,0.67796,1.0060799999999999,24.791
285,2018-01-13,90.970001,14360.2002,1396.420044,0.671564,1.0020200000000001,23.1863
286,2018-01-14,90.970001,13772.0,1366.77002,0.6308560000000001,1.0161200000000001,22.0495
287,2018-01-15,90.970001,13819.799809999999,1291.920044,0.599271,1.00662,20.8328
288,2018-01-16,90.389999,11490.5,1053.689941,0.441197,1.03415,14.6818
289,2018-01-17,90.540001,11188.59961,1014.25,0.477187,1.01453,16.9561
290,2018-01-18,90.5,11474.90039,1036.280029,0.509523,1.02311,18.042999
291,2018-01-19,90.57,11607.40039,1039.099976,0.506232,1.00454,17.2647
292,2018-01-20,90.57,12899.2002,1155.150024,0.5346770000000001,1.00111,19.634399
293,2018-01-21,90.57,11600.09961,1049.579956,0.464117,0.9998610000000001,16.8351
294,2018-01-22,90.400002,10931.40039,1003.26001,0.486338,1.00504,14.4916
295,2018-01-23,90.120003,10868.40039,986.2290039999999,0.48618500000000003,1.00505,14.1196
296,2018-01-24,89.209999,11359.40039,1058.780029,0.567014,0.997484,14.9961
297,2018-01-25,89.389999,11259.40039,1056.030029,0.6082529999999999,0.9995950000000001,12.8346
298,2018-01-26,89.07,11171.40039,1055.170044,0.633916,1.00414,17.469601
299,2018-01-27,89.07,11440.7002,1107.069946,0.613061,0.993325,18.771
300,2018-01-28,89.07,11786.299809999999,1246.01001,0.634421,0.98879,19.695601
301,2018-01-29,89.309998,11296.40039,1182.359985,0.589283,0.9953190000000001,18.5201
302,2018-01-30,89.190002,10106.299809999999,1071.130005,0.48964799999999997,0.9864860000000001,16.049298999999998
303,2018-01-31,89.129997,10221.09961,1118.310059,0.539797,0.990274,20.0287
304,2018-02-01,88.66999799999999,9170.540039,1036.790039,0.456455,0.9869389999999999,16.4097
305,2018-02-02,89.199997,8830.75,915.784973,0.405075,0.9907469999999999,16.511101
306,2018-02-03,89.199997,9174.910156,964.018982,0.43005600000000005,1.0013100000000001,16.575899
307,2018-02-04,89.199997,8277.009766,834.682007,0.377231,1.01013,12.8688
308,2018-02-05,89.550003,6955.27002,697.9509889999999,0.331192,0.996308,8.93355
309,2018-02-06,89.589996,7754.0,793.1220089999999,0.370811,1.01009,10.8436
310,2018-02-07,90.260002,7621.299805,757.067993,0.342125,1.0014,10.1606
311,2018-02-08,90.230003,8265.589844,817.807007,0.363565,1.01891,11.2776
312,2018-02-09,90.440002,8736.980469,883.86499,0.401068,1.00211,10.0464
313,2018-02-10,90.440002,8621.900391,860.4149779999999,0.406856,1.0037,9.43897
314,2018-02-11,90.440002,8129.970215,814.659973,0.37000500000000003,0.999251,8.31119
